area,time,OBS,EXP,pop,type,Average_cloud_volume,rain_fall,Average_temperature_(Celsius),wind_speed,Average_maximum_relative_humidity
Nong Khai,7,19,52.81237042,509870,2,8,349,24.6,2.8,85
Nonthaburi,7,121,116.2817835,1122627,2,9,167.5,0,0,0
Pathum Thani,7,67,104.7088859,1010898,2,9,167.5,28.5,2.4,85
Pattani,7,4,68.72382292,663485,2,8,144.5,28.4,0.6,97
Phangnga,7,36,26.40577089,254931,2,7.5,271.3,26.9,1.45,83.5
Phatthalung,7,16,52.93594145,511063,2,8,772.9,26.3,1,96
Phayao,7,13,50.38880394,486472,2,7,173.2,27.2,1.9,96
Phetchabun,7,148,102.6278587,990807,2,7,189.1,22.7,0.1,97
Phetchaburi,7,203,48.27649557,466079,2,7,210.1,26.06666667,0.633333333,83.66666667
Phichit,7,217,56.93672166,549688,2,8,125.1,26.5,4.4,87
Phitsanulok,7,174,88.18361787,851357,2,8,258.7,26.8,1.5,93
Phra Nakhon Si Ayutthaya,7,111,81.58515308,787653,2,8,368.2,25.5,2.6,89
Phrae,7,4,47.51735723,458750,2,8,132.4,27.3,4.7,83
Phuket,7,20,36.65149712,353847,2,8,254.9,24.5,1,96
Prachin Buri,7,52,48.64658716,469652,2,7,450.35,27.45,2.1,92
Prachuap Khiri Khan,7,37,53.09182945,512568,2,7.333333333,82.13333333,25.56666667,2.566666667,89
Ranong,7,0,19.04309234,183849,2,8,561,26.1,2,93
Ratchaburi,7,92,87.28526793,842684,2,8,99.5,26.4,3.6,91
Rayong,7,133,66.05673969,637736,2,7.5,339.7,26.8,1.5,88
Roi Et,7,203,135.1779993,1305058,2,7.5,267.6,24.2,4.15,86
Sa Kaeo,7,75,56.51287201,545596,2,7,302.05,26.5,1.7,85.5
Sakon Nakhon,7,4,116.3567755,1123351,2,6,474.85,23.15,1.9,89
Samut Prakan,7,124,124.6299229,1203223,2,8,219.85,27.73333333,5.433333333,78.66666667
Samut Sakhon,7,89,51.69660591,499098,2,8,219.85,0,0,0
Samut Songkhram,7,25,20.10344152,194086,2,0,0,27,0,0
Saraburi,7,85,64.26666891,620454,2,8,0,0,0,85
Satun,7,11,31.22597304,301467,2,7,391.1,27.9,1.5,91
Si Sa Ket,7,163,150.4192888,1452203,2,6,439.1,24.6,3.6,86
Sing Buri,7,7,22.12335647,213587,2,8,0,0,0,85
Songkhla,7,33,141.5949918,1367010,2,6.75,201.35,27.15,3.275,95
Sukhothai,7,123,62.30382658,601504,2,7.5,275.75,25.65,0.2,94.5
Suphan Buri,7,92,87.53064911,845053,2,8,92.85,26.4,1.05,88
Surat Thani,7,5,104.8296602,1012064,2,7.25,164.825,26.7,1.75,96.75
Surin,7,151,142.9818254,1380399,2,7,263.4333333,24.96666667,2.233333333,87
Tak,7,45,55.00288175,531018,2,7.8,241.06,23.36,1.18,93.8
Trang,7,16,64.91445867,626708,2,8,712.5,27.3,2.8,85
Trat,7,20,22.99612214,222013,2,7,208.5,28.2,3.1,96
Ubon Ratchathani,7,103,188.1073117,1816057,2,8,459.4,25.55,3.4,86.5
Udon Thani,7,22,160.3530318,1548107,2,7,333.6,24.2,2.5,88
Uthai Thani,7,17,33.97778477,328034,2,0,0,26.5,0,0
Uttaradit,7,34,47.75455559,461040,2,8,410.1,26,0.5,87
Yala,7,1,51.14442055,493767,2,8,318.4,27,1.7,97
Yasothon,7,20,55.8144316,538853,2,8,459.4,0,0,88
Amnat Charoen,8,15,30.41782996,372241,2,8,459.4,0,0,88
Ang Thong,8,20,23.21216415,284061,2,8,132.4,0,0,88
Bangkok Metropolis,8,815,463.7221837,5674843,2,7.75,281.68,28.375,2.7,83.75
Bueng Kan,8,3,33.30998384,407634,2,7,0,0,0,75
Buri Ram,8,207,127.4012868,1559085,2,7.5,309.85,24.15,1.3,90
Chachoengsao,8,215,55.51500543,679370,2,8,254.4,25.5,2.4,90
Chai Nat,8,11,27.23215428,333256,2,7,109.6,26.7,1.1,90
Chaiyaphum,8,84,92.12784487,1127423,2,8,325.8,25.2,3,81
Chanthaburi,8,47,42.23502382,516855,2,8,511.3,26.25,2,86.5
Chiang Mai,8,38,134.5153497,1646144,2,6.5,345.05,20.95,1.8,93
Chiang Rai,8,36,97.94867944,1198656,2,7,574.7,22.2,0.75,95.5
Chon Buri,8,83,109.3888384,1338656,2,7.8,210.48,27.58,2.92,86
Chumphon,8,10,40.21885924,492182,2,7.5,127.4,26.2,1.5,96
Kalasin,8,37,80.21635141,981655,2,7,383.3,23.9,4.9,85
Kamphaeng Phet,8,119,59.32613094,726009,2,8,108.7,26.1,1.3,89
Kanchanaburi,8,45,68.55221053,838914,2,7.5,239.95,26.5,0.85,90
Khon Kaen,8,99,144.3148264,1766066,2,7,218.7,24.8,2.75,87.5
Krabi,8,37,35.79454121,438039,2,7,293.8,27.25,3.65,97.5
Lampang,8,6,61.90220958,757534,2,7,258.7,24.06666667,0.7,96
Lamphun,8,6,33.00910766,403952,2,7,249.3,24.5,0.5,97
Loei,8,11,51.06560077,624920,2,7,369.95,23.6,1.4,93.5
Lop Buri,8,143,61.78723599,756127,2,8,123.85,26.6,2.8,83.5
Mae Hong Son,8,4,19.94248502,244048,2,8,341.35,22.2,0.5,96.5
Maha Sarakham,8,47,76.79092268,939736,2,7,167.5,24.8,2.9,85
Mukdahan,8,5,27.83071973,340581,2,7,532.4,25.3,2,84
Nakhon Nayok,8,14,20.74190698,253831,2,0,0,18.4,0,0
Nakhon Pathom,8,129,70.7707842,866064,2,8,233.5,25.5,2.5,93
Nakhon Phanom,8,23,57.59041369,704768,2,7,628,23.05,2.05,87
Nakhon Ratchasima,8,319,211.2609203,2585325,2,7.333333333,151.7666667,25.16666667,3.733333333,83.66666667
Nakhon Sawan,8,216,87.57327246,1071686,2,8,302.85,26.15,1.25,87
Nakhon Si Thammarat,8,39,124.7035339,1526071,2,7.333333333,218.3333333,26.9,1.666666667,98
Nan,8,3,38.94655014,476612,2,6.75,345.9,23.425,0.15,96.75
Narathiwat,8,14,61.07181748,747372,2,7,241.5,26.8,2.6,94
Nong Bua Lam Phu,8,10,41.06616644,502551,2,7,0,23.8,2.5,90
Nong Khai,8,7,41.6642416,509870,2,8,349,24.6,2.8,85
Nonthaburi,8,109,91.73593771,1122627,2,9,167.5,0,0,0
Pathum Thani,8,48,82.60595546,1010898,2,9,167.5,28.5,2.4,85
Pattani,8,2,54.21695597,663485,2,8,144.5,28.4,0.6,97
Phangnga,8,26,20.83179394,254931,2,7.5,271.3,26.9,1.45,83.5
Phatthalung,8,17,41.7617281,511063,2,8,772.9,26.3,1,96
Phayao,8,6,39.75226419,486472,2,7,173.2,27.2,1.9,96
Phetchabun,8,117,80.96421094,990807,2,7,189.1,22.7,0.1,97
Phetchaburi,8,137,38.08584161,466079,2,7,210.1,26.06666667,0.633333333,83.66666667
Phichit,8,116,44.91798623,549688,2,8,125.1,26.5,4.4,87
Phitsanulok,8,71,69.56899551,851357,2,8,258.7,26.8,1.5,93
Phra Nakhon Si Ayutthaya,8,65,64.36339634,787653,2,8,368.2,25.5,2.6,89
Phrae,8,5,37.48694929,458750,2,8,132.4,27.3,4.7,83
Phuket,8,22,28.9147565,353847,2,8,254.9,24.5,1,96
Prachin Buri,8,24,38.37781081,469652,2,7,450.35,27.45,2.1,92
Prachuap Khiri Khan,8,28,41.88470981,512568,2,7.333333333,82.13333333,25.56666667,2.566666667,89
Ranong,8,2,15.0232984,183849,2,8,561,26.1,2,93
Ratchaburi,8,147,68.86027766,842684,2,8,99.5,26.4,3.6,91
Rayong,8,96,52.1128656,637736,2,7.5,339.7,26.8,1.5,88
Roi Et,8,265,106.6433636,1305058,2,7.5,267.6,24.2,4.15,86
Sa Kaeo,8,37,44.58360673,545596,2,7,302.05,26.5,1.7,85.5
Sakon Nakhon,8,2,91.79509967,1123351,2,6,474.85,23.15,1.9,89
Samut Prakan,8,108,98.32187377,1203223,2,8,219.85,27.73333333,5.433333333,78.66666667
Samut Sakhon,8,93,40.78400309,499098,2,8,219.85,0,0,0
Samut Songkhram,8,18,15.85981916,194086,2,0,0,27,0,0
Saraburi,8,42,50.7006597,620454,2,8,0,0,0,85
Satun,8,8,24.63450276,301467,2,7,391.1,27.9,1.5,91
Si Sa Ket,8,111,118.6673792,1452203,2,6,439.1,24.6,3.6,86
Sing Buri,8,11,17.45335158,213587,2,8,0,0,0,85
Songkhla,8,30,111.7057974,1367010,2,6.75,201.35,27.15,3.275,95
Sukhothai,8,70,49.15215247,601504,2,7.5,275.75,25.65,0.2,94.5
Suphan Buri,8,149,69.0538615,845053,2,8,92.85,26.4,1.05,88
Surat Thani,8,2,82.70123564,1012064,2,7.25,164.825,26.7,1.75,96.75
Surin,8,114,112.7998852,1380399,2,7,263.4333333,24.96666667,2.233333333,87
Tak,8,34,43.39235932,531018,2,7.8,241.06,23.36,1.18,93.8
Trang,8,22,51.21170794,626708,2,8,712.5,27.3,2.8,85
Trat,8,16,18.14188572,222013,2,7,208.5,28.2,3.1,96
Ubon Ratchathani,8,80,148.399862,1816057,2,8,459.4,25.55,3.4,86.5
Udon Thani,8,19,126.504215,1548107,2,7,333.6,24.2,2.5,88
Uthai Thani,8,12,26.80543635,328034,2,0,0,26.5,0,0
Uttaradit,8,20,37.67407761,461040,2,8,410.1,26,0.5,87
Yala,8,5,40.34837818,493767,2,8,318.4,27,1.7,97
Yasothon,8,13,44.03259965,538853,2,8,459.4,0,0,88
Amnat Charoen,9,9,19.5310818,372241,2,8,459.4,0,0,88
Ang Thong,9,7,14.90437278,284061,2,8,132.4,0,0,88
Bangkok Metropolis,9,592,297.7528613,5674843,2,7.75,281.68,28.375,2.7,83.75
Bueng Kan,9,2,21.38811415,407634,2,7,0,0,0,75
Buri Ram,9,148,81.80350007,1559085,2,7.5,309.85,24.15,1.3,90
Chachoengsao,9,150,35.64580754,679370,2,8,254.4,25.5,2.4,90
Chai Nat,9,17,17.48558111,333256,2,7,109.6,26.7,1.1,90
Chaiyaphum,9,50,59.15466281,1127423,2,8,325.8,25.2,3,81
Chanthaburi,9,15,27.11882163,516855,2,8,511.3,26.25,2,86.5
Chiang Mai,9,14,86.37139144,1646144,2,6.5,345.05,20.95,1.8,93
Chiang Rai,9,34,62.89218111,1198656,2,7,574.7,22.2,0.75,95.5
Chon Buri,9,104,70.23782936,1338656,2,7.8,210.48,27.58,2.92,86
Chumphon,9,11,25.82425607,492182,2,7.5,127.4,26.2,1.5,96
Kalasin,9,16,51.50637384,981655,2,7,383.3,23.9,4.9,85
Kamphaeng Phet,9,63,38.09290531,726009,2,8,108.7,26.1,1.3,89
Kanchanaburi,9,20,44.01690829,838914,2,7.5,239.95,26.5,0.85,90
Khon Kaen,9,76,92.66356879,1766066,2,7,218.7,24.8,2.75,87.5
Krabi,9,35,22.98343154,438039,2,7,293.8,27.25,3.65,97.5
Lampang,9,3,39.74698789,757534,2,7,258.7,24.06666667,0.7,96
Lamphun,9,4,21.1949236,403952,2,7,249.3,24.5,0.5,97
Loei,9,10,32.78887505,624920,2,7,369.95,23.6,1.4,93.5
Lop Buri,9,91,39.67316413,756127,2,8,123.85,26.6,2.8,83.5
Mae Hong Son,9,4,12.80493404,244048,2,8,341.35,22.2,0.5,96.5
Maha Sarakham,9,47,49.30692935,939736,2,7,167.5,24.8,2.9,85
Mukdahan,9,3,17.86991592,340581,2,7,532.4,25.3,2,84
Nakhon Nayok,9,3,13.31823744,253831,2,0,0,18.4,0,0
Nakhon Pathom,9,99,45.44143936,866064,2,8,233.5,25.5,2.5,93
Nakhon Phanom,9,17,36.97841307,704768,2,7,628,23.05,2.05,87
Nakhon Ratchasima,9,193,135.6492005,2585325,2,7.333333333,151.7666667,25.16666667,3.733333333,83.66666667
Nakhon Sawan,9,85,56.23020283,1071686,2,8,302.85,26.15,1.25,87
Nakhon Si Thammarat,9,40,80.07129127,1526071,2,7.333333333,218.3333333,26.9,1.666666667,98
Nan,9,4,25.00731504,476612,2,6.75,345.9,23.425,0.15,96.75
Narathiwat,9,14,39.21379877,747372,2,7,241.5,26.8,2.6,94
Nong Bua Lam Phu,9,2,26.36830626,502551,2,7,0,23.8,2.5,90
Nong Khai,9,14,26.75232626,509870,2,8,349,24.6,2.8,85
Nonthaburi,9,64,58.90302188,1122627,2,9,167.5,0,0,0
Pathum Thani,9,37,53.04072236,1010898,2,9,167.5,28.5,2.4,85
Pattani,9,7,34.8123388,663485,2,8,144.5,28.4,0.6,97
Phangnga,9,15,13.37595325,254931,2,7.5,271.3,26.9,1.45,83.5
Phatthalung,9,12,26.81492167,511063,2,8,772.9,26.3,1,96
Phayao,9,1,25.52465856,486472,2,7,173.2,27.2,1.9,96
Phetchabun,9,44,51.98656936,990807,2,7,189.1,22.7,0.1,97
Phetchaburi,9,72,24.45465995,466079,2,7,210.1,26.06666667,0.633333333,83.66666667
Phichit,9,48,28.84153356,549688,2,8,125.1,26.5,4.4,87
Phitsanulok,9,43,44.66977901,851357,2,8,258.7,26.8,1.5,93
Phra Nakhon Si Ayutthaya,9,62,41.32729918,787653,2,8,368.2,25.5,2.6,89
Phrae,9,2,24.07011526,458750,2,8,132.4,27.3,4.7,83
Phuket,9,11,18.56596856,353847,2,8,254.9,24.5,1,96
Prachin Buri,9,20,24.64213139,469652,2,7,450.35,27.45,2.1,92
Prachuap Khiri Khan,9,22,26.89388739,512568,2,7.333333333,82.13333333,25.56666667,2.566666667,89
Ranong,9,2,9.646357758,183849,2,8,561,26.1,2,93
Ratchaburi,9,124,44.2147161,842684,2,8,99.5,26.4,3.6,91
Rayong,9,69,33.46131668,637736,2,7.5,339.7,26.8,1.5,88
Roi Et,9,111,68.47497872,1305058,2,7.5,267.6,24.2,4.15,86
Sa Kaeo,9,41,28.62683075,545596,2,7,302.05,26.5,1.7,85.5
Sakon Nakhon,9,0,58.94100938,1123351,2,6,474.85,23.15,1.9,89
Samut Prakan,9,67,63.13180665,1203223,2,8,219.85,27.73333333,5.433333333,78.66666667
Samut Sakhon,9,86,26.18713109,499098,2,8,219.85,0,0,0
Samut Songkhram,9,14,10.18348205,194086,2,0,0,27,0,0
Saraburi,9,24,32.55454887,620454,2,8,0,0,0,85
Satun,9,14,15.81764673,301467,2,7,391.1,27.9,1.5,91
Si Sa Ket,9,58,76.19551738,1452203,2,6,439.1,24.6,3.6,86
Sing Buri,9,1,11.20667838,213587,2,8,0,0,0,85
Songkhla,9,34,71.72553301,1367010,2,6.75,201.35,27.15,3.275,95
Sukhothai,9,26,31.56026291,601504,2,7.5,275.75,25.65,0.2,94.5
Suphan Buri,9,72,44.33901496,845053,2,8,92.85,26.4,1.05,88
Surat Thani,9,0,53.10190111,1012064,2,7.25,164.825,26.7,1.75,96.75
Surin,9,46,72.42803933,1380399,2,7,263.4333333,24.96666667,2.233333333,87
Tak,9,16,27.86193889,531018,2,7.8,241.06,23.36,1.18,93.8
Trang,9,18,32.88268948,626708,2,8,712.5,27.3,2.8,85
Trat,9,13,11.64878147,222013,2,7,208.5,28.2,3.1,96
Ubon Ratchathani,9,40,95.28654238,1816057,2,8,459.4,25.55,3.4,86.5
Udon Thani,9,12,81.22749631,1548107,2,7,333.6,24.2,2.5,88
Uthai Thani,9,9,17.21158843,328034,2,0,0,26.5,0,0
Uttaradit,9,3,24.19026908,461040,2,8,410.1,26,0.5,87
Yala,9,2,25.9074193,493767,2,8,318.4,27,1.7,97
Yasothon,9,4,28.27303285,538853,2,8,459.4,0,0,88
Amnat Charoen,10,1,13.48934323,372241,2,8.5,339.6,0,0,88
Ang Thong,10,6,10.29385889,284061,2,8,283.3,0,0,88
Bangkok Metropolis,10,556,205.6460868,5674843,2,8,208.04,27.05,2.35,86.25
Bueng Kan,10,0,14.77192179,407634,2,9,0,0,0,75
Buri Ram,10,19,56.49843164,1559085,2,7.5,257.95,24.1,0.9,93
Chachoengsao,10,126,24.61914488,679370,2,8,362.8,25.3,1.8,95
Chai Nat,10,9,12.07659706,333256,2,8,264.8,25,0.5,92
Chaiyaphum,10,42,40.85577842,1127423,2,8,282.1,25.2,2.3,79
Chanthaburi,10,13,18.72989406,516855,2,8,904.8,26.75,1.5,91
Chiang Mai,10,10,59.65329296,1646144,2,7.5,320.45,19.2,2.35,87
Chiang Rai,10,9,43.43713401,1198656,2,7.5,290.05,21.25,1.3,95.5
Chon Buri,10,74,48.51048179,1338656,2,7.4,211.22,26.82,2.38,88.2
Chumphon,10,7,17.83578899,492182,2,7,217.45,26,1.35,95
Kalasin,10,10,35.5734087,981655,2,7,388.3,23,2.8,90
Kamphaeng Phet,10,32,26.30925822,726009,2,8,368.8,25.2,1.5,89
Kanchanaburi,10,33,30.40073202,838914,2,8,174.9,26.2,0.9,90
Khon Kaen,10,53,63.99905019,1766066,2,8,301.85,24,2.05,89
Krabi,10,25,15.87374421,438039,2,7,323.2,27.55,1.9,97.5
Lampang,10,0,27.45166743,757534,2,8,294.0333333,23.83333333,0.733333333,95
Lamphun,10,2,14.63849274,403952,2,8,318.4,23.1,0.3,95
Loei,10,4,22.64597498,624920,2,8,428.25,23.1,1.4,94
Lop Buri,10,75,27.40068028,756127,2,8,375.8,25.95,1.9,88
Mae Hong Son,10,4,8.843859856,244048,2,8,234.7,21.5,0.15,95
Maha Sarakham,10,22,34.05433966,939736,2,8,385.3,24.3,2.1,88
Mukdahan,10,0,12.34204187,340581,2,8,231.5,24,2.6,88
Nakhon Nayok,10,7,9.198378152,253831,2,0,0,17.7,0,0
Nakhon Pathom,10,117,31.38459911,866064,2,8,168.2,25.3,1,98
Nakhon Phanom,10,6,25.53952265,704768,2,7,526,21.9,1.95,86.5
Nakhon Ratchasima,10,97,93.68752042,2585325,2,7.666666667,302.0333333,24.66666667,2.7,89
Nakhon Sawan,10,50,38.83596995,1071686,2,8,244.4,25.65,0.8,88.5
Nakhon Si Thammarat,10,15,55.30206375,1526071,2,7.666666667,147.2333333,27.2,1.266666667,97
Nan,10,1,17.27156024,476612,2,7.75,379.425,22.225,0.55,96.5
Narathiwat,10,6,27.08341485,747372,2,7,223,26.3,3.2,93
Nong Bua Lam Phu,10,0,18.21154287,502551,2,6,0,23.5,2.3,90
Nong Khai,10,1,18.47677025,509870,2,8,574.3,21.6,3,85
Nonthaburi,10,47,40.68198002,1122627,2,9,307.6,0,0,0
Pathum Thani,10,10,36.63312234,1010898,2,9,307.6,26.8,2.1,90
Pattani,10,6,24.0435011,663485,2,8,79.8,27.3,0.7,95
Phangnga,10,8,9.23824017,254931,2,8,417.2,26.7,0.95,89.5
Phatthalung,10,24,18.52000242,511063,2,7,594.1,27.3,1,95
Phayao,10,1,17.62886888,486472,2,7,178.7,27.2,1.8,97
Phetchabun,10,27,35.9050607,990807,2,8,161.3,22.9,1.1,97
Phetchaburi,10,25,16.8898633,466079,2,8,354.0333333,25.53333333,0.5,89
Phichit,10,20,19.91970283,549688,2,8,129.2,26.1,4.8,92
Phitsanulok,10,30,30.85164392,851357,2,9,485,25.8,2.2,93
Phra Nakhon Si Ayutthaya,10,13,28.54312573,787653,2,8,380.5,25.7,2,89
Phrae,10,1,16.62427354,458750,2,8,283.3,25.5,3,90
Phuket,10,12,12.82277781,353847,2,8,263,24.4,1.2,94
Prachin Buri,10,9,17.01934238,469652,2,7,289,27.35,1.5,93
Prachuap Khiri Khan,10,18,18.57454091,512568,2,7.333333333,49.66666667,25.83333333,2.3,89.66666667
Ranong,10,4,6.662356548,183849,2,8,911.5,26.6,1.6,90
Ratchaburi,10,94,30.53735003,842684,2,8,110.6,25.7,2.4,93
Rayong,10,59,23.11040373,637736,2,8,275.85,26.1,1.65,88
Roi Et,10,43,47.2929508,1305058,2,8,516.1,23.45,3.45,88.5
Sa Kaeo,10,14,19.77141612,545596,2,8,288.45,25.9,1.35,90.5
Sakon Nakhon,10,3,40.70821647,1123351,2,7,228.2,22.85,2.3,90
Samut Prakan,10,80,43.60263386,1203223,2,8,215.45,26.73333333,4.6,84
Samut Sakhon,10,77,18.08641237,499098,2,8,215.45,0,0,0
Samut Songkhram,10,3,7.033326985,194086,2,0,0,25.9,0,0
Saraburi,10,14,22.48413518,620454,2,8,0,0,0,85
Satun,10,20,10.92462097,301467,2,7,480.7,27.7,0.6,92
Si Sa Ket,10,26,52.62522051,1452203,2,7,441.9,24.7,3.1,86
Sing Buri,10,0,7.740008093,213587,2,8,0,0,0,85
Songkhla,10,39,49.53797967,1367010,2,7,176.85,26.65,2.55,95
Sukhothai,10,16,21.79742132,601504,2,8,363.4,25.2,0.15,94.5
Suphan Buri,10,49,30.62319832,845053,2,8,188.3,25.6,0.65,90.5
Surat Thani,10,3,36.67537608,1012064,2,7.25,134.2,26.7,1.65,96.5
Surin,10,17,50.02317291,1380399,2,7.666666667,302.6666667,24.03333333,1.7,88
Tak,10,13,19.24313567,531018,2,8.6,294.48,23.3,1.1,93.6
Trang,10,16,22.71076888,626708,2,8,1446.7,25.6,2.5,91
Trat,10,10,8.045351153,222013,2,7,299.3,28,2.2,95
Ubon Ratchathani,10,19,65.81063397,1816057,2,8.5,339.6,25.1,2.1,87
Udon Thani,10,8,56.10060869,1548107,2,8,274.7,23.6,2.2,90
Uthai Thani,10,4,11.88736119,328034,2,0,0,24.9,0,0
Uttaradit,10,1,16.70725902,461040,2,8,501,26.1,0.6,87
Yala,10,2,17.89322654,493767,2,8,71.2,27.2,1.7,97
Yasothon,10,5,19.52706195,538853,2,8,339.6,0,0,88
Amnat Charoen,11,3,14.22713246,372241,2,8.5,339.6,0,0,88
Ang Thong,11,7,10.85687357,284061,2,8,283.3,0,0,88
Bangkok Metropolis,11,767,216.893741,5674843,2,8,208.04,27.05,2.35,86.25
Bueng Kan,11,0,15.57986066,407634,2,9,0,0,0,75
Buri Ram,11,33,59.5885698,1559085,2,7.5,257.95,24.1,0.9,93
Chachoengsao,11,120,25.96567003,679370,2,8,362.8,25.3,1.8,95
Chai Nat,11,20,12.73711723,333256,2,8,264.8,25,0.5,92
Chaiyaphum,11,35,43.09035372,1127423,2,8,282.1,25.2,2.3,79
Chanthaburi,11,26,19.75431118,516855,2,8,904.8,26.75,1.5,91
Chiang Mai,11,14,62.91598383,1646144,2,7.5,320.45,19.2,2.35,87
Chiang Rai,11,6,45.81289457,1198656,2,7.5,290.05,21.25,1.3,95.5
Chon Buri,11,104,51.1637252,1338656,2,7.4,211.22,26.82,2.38,88.2
Chumphon,11,7,18.81130372,492182,2,7,217.45,26,1.35,95
Kalasin,11,3,37.51906887,981655,2,7,388.3,23,2.8,90
Kamphaeng Phet,11,41,27.74822282,726009,2,8,368.8,25.2,1.5,89
Kanchanaburi,11,42,32.06347662,838914,2,8,174.9,26.2,0.9,90
Khon Kaen,11,17,67.49942891,1766066,2,8,301.85,24,2.05,89
Krabi,11,21,16.74194642,438039,2,7,323.2,27.55,1.9,97.5
Lampang,11,1,28.95311522,757534,2,8,294.0333333,23.83333333,0.733333333,95
Lamphun,11,2,15.43913382,403952,2,8,318.4,23.1,0.3,95
Loei,11,4,23.88457912,624920,2,8,428.25,23.1,1.4,94
Lop Buri,11,84,28.89933937,756127,2,8,375.8,25.95,1.9,88
Mae Hong Son,11,4,9.327567954,244048,2,8,234.7,21.5,0.15,95
Maha Sarakham,11,21,35.91691552,939736,2,8,385.3,24.3,2.1,88
Mukdahan,11,0,13.01708033,340581,2,8,231.5,24,2.6,88
Nakhon Nayok,11,9,9.701476354,253831,2,0,0,17.7,0,0
Nakhon Pathom,11,91,33.10115556,866064,2,8,168.2,25.3,1,98
Nakhon Phanom,11,3,26.93638715,704768,2,7,526,21.9,1.95,86.5
Nakhon Ratchasima,11,90,98.81168712,2585325,2,7.666666667,302.0333333,24.66666667,2.7,89
Nakhon Sawan,11,44,40.96007339,1071686,2,8,244.4,25.65,0.8,88.5
Nakhon Si Thammarat,11,29,58.3267675,1526071,2,7.666666667,147.2333333,27.2,1.266666667,97
Nan,11,0,18.21621491,476612,2,7.75,379.425,22.225,0.55,96.5
Narathiwat,11,8,28.56472135,747372,2,7,223,26.3,3.2,93
Nong Bua Lam Phu,11,0,19.20760917,502551,2,6,0,23.5,2.3,90
Nong Khai,11,0,19.48734295,509870,2,8,574.3,21.6,3,85
Nonthaburi,11,46,42.90704955,1122627,2,9,307.6,0,0,0
Pathum Thani,11,22,38.63674273,1010898,2,9,307.6,26.8,2.1,90
Pattani,11,5,25.35854186,663485,2,8,79.8,27.3,0.7,95
Phangnga,11,3,9.743518595,254931,2,8,417.2,26.7,0.95,89.5
Phatthalung,11,16,19.53293967,511063,2,7,594.1,27.3,1,95
Phayao,11,1,18.59306627,486472,2,7,178.7,27.2,1.8,97
Phetchabun,11,12,37.86886031,990807,2,8,161.3,22.9,1.1,97
Phetchaburi,11,27,17.81364135,466079,2,8,354.0333333,25.53333333,0.5,89
Phichit,11,18,21.00919562,549688,2,8,129.2,26.1,4.8,92
Phitsanulok,11,29,32.5390508,851357,2,9,485,25.8,2.2,93
Phra Nakhon Si Ayutthaya,11,8,30.10426999,787653,2,8,380.5,25.7,2,89
Phrae,11,1,17.53352537,458750,2,8,283.3,25.5,3,90
Phuket,11,5,13.52410976,353847,2,8,263,24.4,1.2,94
Prachin Buri,11,17,17.95020219,469652,2,7,289,27.35,1.5,93
Prachuap Khiri Khan,11,13,19.5904611,512568,2,7.333333333,49.66666667,25.83333333,2.3,89.66666667
Ranong,11,7,7.026749003,183849,2,8,911.5,26.6,1.6,90
Ratchaburi,11,113,32.20756684,842684,2,8,110.6,25.7,2.4,93
Rayong,11,67,24.37440945,637736,2,8,275.85,26.1,1.65,88
Roi Et,11,30,49.87960228,1305058,2,8,516.1,23.45,3.45,88.5
Sa Kaeo,11,13,20.85279849,545596,2,8,288.45,25.9,1.35,90.5
Sakon Nakhon,11,0,42.93472099,1123351,2,7,228.2,22.85,2.3,90
Samut Prakan,11,51,45.9874463,1203223,2,8,215.45,26.73333333,4.6,84
Samut Sakhon,11,64,19.07563475,499098,2,8,215.45,0,0,0
Samut Songkhram,11,11,7.418009383,194086,2,0,0,25.9,0,0
Saraburi,11,18,23.71388762,620454,2,8,0,0,0,85
Satun,11,19,11.5221347,301467,2,7,480.7,27.7,0.6,92
Si Sa Ket,11,10,55.50351638,1452203,2,7,441.9,24.7,3.1,86
Sing Buri,11,1,8.163341869,213587,2,8,0,0,0,85
Songkhla,11,45,52.24742128,1367010,2,7,176.85,26.65,2.55,95
Sukhothai,11,7,22.98961448,601504,2,8,363.4,25.2,0.15,94.5
Suphan Buri,11,31,32.29811054,845053,2,8,188.3,25.6,0.65,90.5
Surat Thani,11,3,38.6813075,1012064,2,7.25,134.2,26.7,1.65,96.5
Surin,11,9,52.75915179,1380399,2,7.666666667,302.6666667,24.03333333,1.7,88
Tak,11,11,20.29562414,531018,2,8.6,294.48,23.3,1.1,93.6
Trang,11,24,23.95291687,626708,2,8,1446.7,25.6,2.5,91
Trat,11,6,8.485385433,222013,2,7,299.3,28,2.2,95
Ubon Ratchathani,11,13,69.41009586,1816057,2,8.5,339.6,25.1,2.1,87
Udon Thani,11,4,59.16898824,1548107,2,8,274.7,23.6,2.2,90
Uthai Thani,11,4,12.53753125,328034,2,0,0,24.9,0,0
Uttaradit,11,6,17.62104967,461040,2,8,501,26.1,0.6,87
Yala,11,2,18.87188277,493767,2,8,71.2,27.2,1.7,97
Yasothon,11,1,20.59507955,538853,2,8,339.6,0,0,88
Amnat Charoen,12,3,7.540554485,372241,2,8.5,339.6,0,0,88
Ang Thong,12,2,5.754275986,284061,2,8,283.3,0,0,88
Bangkok Metropolis,12,414,114.9563397,5674843,2,8,208.04,27.05,2.35,86.25
Bueng Kan,12,0,8.257517003,407634,2,9,0,0,0,75
Buri Ram,12,6,31.58267195,1559085,2,7.5,257.95,24.1,0.9,93
